,source_genesymbol,type,target_genesymbol
68709,TNN,post_translational,ITGA8
68710,CALML5,post_translational,CAMK2A
68711,RASGRF2,post_translational,KRAS
68712,EIF5,post_translational,RPS18
68713,TNF,post_translational,PTK2
68714,CDK4,post_translational,CENPS
68715,PSMD14,post_translational,UBE2E1
68716,OBSCN,post_translational,RHOA
68717,PSMB3,post_translational,ANAPC11
68718,HIF1A,post_translational,EDN1
68719,LAMC2,post_translational,ITGA8
68720,NOTCH1,post_translational,AXIN1
68721,LAMA5,post_translational,ITGB7
68722,ARAF,post_translational,RBM12
68724,ZFYVE9,post_translational,SMAD7
68725,EDNRA,post_translational,ADCY1
68726,GNAI2,post_translational,ADCY4
68727,SOCS2,post_translational,IL5RA
68728,FGF2,post_translational,MAP3K5
68729,PDGFB,post_translational,CRK
68730,MAPK3,post_translational,FGF4
68731,TSHR,post_translational,ARF6
68732,PRKACB,post_translational,CREB3L3
68733,MAX,post_translational,TSC2
68734,TNXB,post_translational,ITGA10
68735,PSME4,post_translational,ANAPC7
68736,PDCD1LG2,post_translational,TYROBP
68737,PIAS2,post_translational,BCL2
68738,ARAF,post_translational,GMEB1
68739,XCL2,post_translational,CCR3
68740,PSMF1,post_translational,RBX1
68741,RNF41,post_translational,PDGFRA
68742,MST1,post_translational,ICAM1
68743,PTK2B,post_translational,MAPK8
68744,MYB,post_translational,RAG2
68745,RGS9,post_translational,PDE6A
68746,GNAI2,post_translational,HLA-DRA
68747,PSMA5,post_translational,CDC27
68748,TNF,post_translational,PIGR
68749,TTK,post_translational,PLG
68750,PRKACB,post_translational,RHOB
68751,PTK2B,post_translational,STAT5B
68753,IFNG,post_translational,IL15
68754,IL15,post_translational,IFNG
68755,PAN3,post_translational,PAIP1
68756,GRK4,post_translational,CCR6
68757,FARP1,post_translational,PKN1
68758,STYK1,post_translational,OTUD7B
68759,GNA11,post_translational,PLCB3
68760,POMP,post_translational,ANAPC7
68761,SMAD4,post_translational,HAMP
68762,PPP2R5D,post_translational,MAP2K7
68763,GRK3,post_translational,CCR1
68764,U2AF1,post_translational,SNRPB
68765,ERBB3,post_translational,DOCK7
68766,MYC,post_translational,FTH1
68767,PER2,post_translational,CLOCK
68768,CLOCK,post_translational,PER2
68769,NUP214,post_translational,NCBP2
68770,DVL3,post_translational,MYC
68771,TGFB1,post_translational,SRF
68772,GNAO1,post_translational,ADCY8
68773,BLK,post_translational,EPHA1
68774,GNAO1,post_translational,PLCG1
68775,FGF2,post_translational,MMP9
68776,PPBP,post_translational,CCR1
68777,STK17A,post_translational,POLR3K
68778,STAT5A,post_translational,PIM2
68779,PSMA3,post_translational,CUL1
68780,PRKACG,post_translational,TLN1
68781,AAAS,post_translational,SNRPD2
68782,FGFR3,post_translational,IL6
68783,TGFB1,post_translational,CYP19A1
68784,EIF5B,post_translational,RPS10
68785,BCKDHB,post_translational,TP53
68786,PRPF4B,post_translational,MBNL3
68787,IL13,post_translational,CCL3
68788,STAT5A,post_translational,CDKN1A
68789,TGFB1,post_translational,IL1RN
68790,IFNAR2,post_translational,JAK3
68791,CD3D,post_translational,PRF1
68792,SUMF1,post_translational,ARSB
68793,ADRM1,post_translational,CDC27
68794,NFKB1,post_translational,MUC5AC
68795,NGFR,post_translational,MAPK9
68796,NPPA,post_translational,NOS2
68797,EGFR,post_translational,LAMA3
68798,BMX,post_translational,ZCCHC10
68799,IL1A,post_translational,AOC3
68800,CBL,post_translational,IL13RA2
68801,IL2RA,post_translational,MAP2K1
68802,SNCA,post_translational,UBR1
68803,UBR1,post_translational,SNCA
68804,CSNK1E,post_translational,SFN
68805,GNAO1,post_translational,HCK
68806,IFNA6,post_translational,IFNG
68807,EP300,post_translational,TNF
68808,E2F2,post_translational,MXI1
68809,SMARCD1,post_translational,GTF3A
68810,NCF1,post_translational,MMP2
68811,DUSP3,post_translational,MAPK11
68812,EIF1AX,post_translational,RPS17
68813,PPP3CA,post_translational,CAMK4
68814,IL12RB2,post_translational,LCK
68815,CCR9,post_translational,GNAI2
68816,LCP2,post_translational,CDC42
68817,ITGB4,post_translational,CRK
68818,SHC2,post_translational,PRKCZ
68819,TRH,post_translational,POMC
68820,PSMD8,post_translational,CUL5
68821,BCL2L1,post_translational,BOK
68822,CSNK1G1,post_translational,GSK3A
68823,LPIN2,post_translational,LPIN1
68824,PRKCD,post_translational,ITGB6
68825,PLK1,post_translational,YWHAE
68826,PSMD1,post_translational,RBX1
68827,RHOA,post_translational,CDH5
68828,SCYL2,post_translational,UBTD2
68829,BTK,post_translational,KAT5
68830,CLP1,post_translational,CSTF2
68831,NPHS1,post_translational,PIK3R1
68832,BMP6,post_translational,ALPP
68833,NGF,post_translational,CHUK
68834,FBXO15,post_translational,GLI2
68835,RANBP2,post_translational,MAGOH
68836,MAP3K13,post_translational,EIF2AK2
68837,TFDP1,post_translational,ORC1
68838,SRPK2,post_translational,DDX25
68839,COL5A1,post_translational,ITGA4
68840,PPP1CC,post_translational,CALM1
68841,MAP3K7,post_translational,PIM1
68842,PPP3CC,post_translational,BIN1
68843,CCL17,post_translational,CXCR2
68844,FOXA2,post_translational,APOA1
68845,UCHL5,post_translational,TGFB1
68846,IFNG,post_translational,HLA-A
68847,IL2RG,post_translational,PRKCE
68848,IGHE,post_translational,CBL
68849,CD79B,post_translational,RASA1
68850,UBE3A,post_translational,ANAPC2
68851,PSMD13,post_translational,ELOB
68852,HUNK,post_translational,NCKAP1L
68853,SMAD3,post_translational,ENG
68854,PGR,post_translational,NR3C1
68855,GLI3,post_translational,BMP5
68856,ESR1,post_translational,GNA11
68857,GSK3A,post_translational,CDK9
68858,CD247,post_translational,CD86
68859,CD86,post_translational,CD247
68860,FGF18,post_translational,SPP1
68861,CASP2,post_translational,PTBP2
68862,PDGFC,post_translational,GRB2
68863,AKT2,post_translational,MYEF2
68864,ARRB2,post_translational,GLI1
68865,RXRG,post_translational,RPS6KB1
68866,UBE2D1,post_translational,EGFR
68867,JAK2,post_translational,CD4
68868,FOXO1,post_translational,FASLG
68869,PPARA,post_translational,SCD5
68870,NUP210,post_translational,UPF3B
68871,JUN,post_translational,NOS2
68872,STAT1,post_translational,SMAD7
68873,NUP85,post_translational,MAGOH
68874,EIF6,post_translational,RPL18A
68875,CALM3,post_translational,PYGM
68876,CCNT2,post_translational,NCBP2
68877,PPP2R1A,post_translational,PRKCZ
68878,CCL5,post_translational,CXCL12
68879,IL10,post_translational,DCN
68880,RASGRP4,post_translational,RRAS
68881,ADCYAP1,post_translational,FOS
68882,TP63,post_translational,GADD45A
68883,VRK1,post_translational,HSFX1
68884,EIF2S2,post_translational,RPS2
68885,MAPK3,post_translational,IKZF3
68886,MAPKAPK5,post_translational,SF3B4
68887,NEK11,post_translational,HLCS
68888,STK4,post_translational,MTA1
68889,PSMC2,post_translational,CDK2
68890,CANX,post_translational,GNRHR
68891,ERVK-6,post_translational,IGHA1
68896,TNR,post_translational,ITGB6
68897,NFKB1,post_translational,GDF15
68898,GNAI2,post_translational,PLCB1
68899,WNT9B,post_translational,FZD2
68900,GNAI3,post_translational,PLCB1
68901,PDGFA,post_translational,MET
68902,APEX1,post_translational,TNF
68903,PPARG,post_translational,CYP27A1
68904,FOXA1,post_translational,AFP
68905,MMP9,post_translational,HBEGF
68906,F2,post_translational,PLAT
68907,EGF,post_translational,EPS8
68908,CAMK2D,post_translational,HES1
68909,NCOA1,post_translational,ACOX1
68910,MTOR,post_translational,EIF3G
68911,PAK1,post_translational,ACTR3
68912,NMI,post_translational,FASLG
68913,PSMB10,post_translational,CKS1B
68914,RBBP4,post_translational,SMAD3
68915,TRAF2,post_translational,MAP2K4
68916,IL4,post_translational,CCL26
68917,CYBA,post_translational,MAPK11
68918,PSMC2,post_translational,CDC16
68919,COL2A1,post_translational,ITGB5
68920,MAD2L1,post_translational,ANAPC5
68921,MAPK1,post_translational,MED28
68922,RGS1,post_translational,FRK
68923,RICTOR,post_translational,PDPK1
68924,PTPN11,post_translational,SHC2
68925,CYBB,post_translational,MAPK13
68926,STK17A,post_translational,GPBP1
68927,NUP43,post_translational,NXF1
68928,EIF5,post_translational,MRPS7
68929,EFNB3,post_translational,NRAS
68930,RAP1A,post_translational,CDC42
68931,BUB3,post_translational,ANAPC4
68932,PSMB10,post_translational,ANAPC2
68933,NUP93,post_translational,XPO1
68934,GNAZ,post_translational,ADCY2
68935,CDK2,post_translational,ANAPC10
68936,NTN1,post_translational,PIK3CA
68937,ITGAM,post_translational,PTK2
68939,CXCL3,post_translational,CCR10
68940,WASF3,post_translational,ARPC2
68941,SPHK1,post_translational,MBTPS1
68942,KSR1,post_translational,SFN
68943,JUN,post_translational,ACHE
68944,TP53,post_translational,FADD
68945,TP63,post_translational,PERP
68946,DYRK2,post_translational,XPO1
68947,EIF5B,post_translational,RPL38
68948,PLCG1,post_translational,INPP5J
68949,SIN3A,post_translational,SMAD2
68950,PLCG1,post_translational,CAMK4
68951,PSMD6,post_translational,CUL5
68952,CSNK2A1,post_translational,GEMIN7
68953,CSNK1G3,post_translational,YWHAG
68954,CRADD,post_translational,BID
68955,USF1,post_translational,SFTPA1
68956,TLR9,post_translational,IFNA1
68957,NOX1,post_translational,MMP9
68958,CD2,post_translational,PIK3CA
68959,MRAS,post_translational,PIK3R5
68960,RPTOR,post_translational,EIF3M
68961,IFNG,post_translational,IL3
68962,MYL5,post_translational,ACTB
68963,CSTA,post_translational,CTSF
68964,NPY,post_translational,VIP
68965,SAA1,post_translational,ABCA1
68966,TRIP12,post_translational,CDC27
68967,SUCLA2,post_translational,FBP1
68968,RPS6KB1,post_translational,RPS25
68969,CXCL8,post_translational,CXCR6
68970,GNAI3,post_translational,MAPK8
68971,HDAC1,post_translational,RHOB
68972,PRKAR1A,post_translational,CDC25C
68973,FGFR2,post_translational,PIK3CG
68974,SP1,post_translational,CA9
68975,PLG,post_translational,UBA1
68976,WASL,post_translational,ARPC1A
68977,AP1S2,post_translational,GNAO1
68978,PDGFRB,post_translational,NRAS
68979,IGF1,post_translational,GRB2
68980,SFN,post_translational,TP63
68981,PLG,post_translational,MMP12
68982,CSNK2B,post_translational,SMAD5
68983,SMARCC1,post_translational,GTF2F1
68984,PDPK1,post_translational,ITGB6
68985,COL2A1,post_translational,ITGA5
68986,AAAS,post_translational,RAN
68987,WAS,post_translational,ARPC5L
68988,IFNG,post_translational,CD274
68989,CCL14,post_translational,XCR1
68990,CSNK2A1,post_translational,MLX
68991,PSMD11,post_translational,RBX1
68992,TRAF3,post_translational,MAP3K1
68993,TGFB1,post_translational,ACTN1
68994,PAK1,post_translational,MYOD1
68995,SOCS4,post_translational,JAK3
68996,AP1S2,post_translational,FOS
68997,PRKD1,post_translational,ITGB8
68998,CBL,post_translational,ITGA6
68999,YES1,post_translational,TBC1D22A
69000,HSP90AA1,post_translational,SGK1
69001,RAD21,post_translational,CTCF
69002,LAMA4,post_translational,AKT1
69003,SIRT1,post_translational,H4-16
69004,JAK2,post_translational,CXCL9
69005,EEF1G,post_translational,EEF1A1
69006,IL15,post_translational,VCAM1
69007,UBE3A,post_translational,ELOC
69008,FOXM1,post_translational,H2BC1
69009,MEF2D,post_translational,NR4A1
69010,POM121,post_translational,SMN2
69011,YES1,post_translational,PKM
69012,GDF2,post_translational,FGF2
69013,SNCA,post_translational,EXOC6B
69014,EXOC6B,post_translational,SNCA
69015,HBEGF,post_translational,SHC1
69016,PSMA6,post_translational,ANAPC7
69017,SMO,post_translational,RALB
69018,PDGFB,post_translational,JAK2
69019,EIF1,post_translational,RPS27A
69020,TYK2,post_translational,CCL2
69021,FGF4,post_translational,STAT5B
69022,TCF7L2,post_translational,ZCCHC12
69023,LAMA2,post_translational,AKT1
69024,NFKB1,post_translational,IL12B
69025,IL12B,post_translational,NFKB1
69026,NUP85,post_translational,SLBP
69027,DOCK6,post_translational,CDC42
69028,EGF,post_translational,ABI1
69029,ADAMTS4,post_translational,VCAN
69030,WASF2,post_translational,ARPC1B
69031,MMP7,post_translational,CDH1
69032,PSMA5,post_translational,ANAPC10
69033,RAC3,post_translational,BAIAP2
69034,FGF11,post_translational,MET
69035,HGF,post_translational,RAC1
69036,CCL19,post_translational,CCR1
69037,IL10RA,post_translational,STAT1
69038,NUP50,post_translational,RNPS1
69039,CCL3L1,post_translational,CCR2
69040,POM121,post_translational,GEMIN7
69041,SIRT1,post_translational,MMP9
69042,MDM2,post_translational,PDGFRA
69043,STK17A,post_translational,PARK7
69044,MARCKS,post_translational,F3
69045,PTH,post_translational,CGA
69046,CAV1,post_translational,SHC1
69047,TDGF1,post_translational,FYN
69048,FZD6,post_translational,GNAQ
69049,DCLK2,post_translational,NFATC4
69050,TGFB1,post_translational,FOXP3
69051,TNF,post_translational,TLR9
69052,GTF2H1,post_translational,TBP
69053,RXRA,post_translational,PCK1
69054,PSMB6,post_translational,CDC20
69055,OLIG2,post_translational,LIF
69056,HGF,post_translational,FLT4
69057,LAMB4,post_translational,ITGA10
69058,FCER1A,post_translational,PIK3R1
69059,EIF5,post_translational,RPS4Y1
69060,MAPK1,post_translational,FOSB
69061,PLK1,post_translational,DYNLL1
69062,CD8A,post_translational,IL2
69063,MAP4K3,post_translational,MAP3K8
69064,TP53,post_translational,EI24
69065,WEE1,post_translational,NUP107
69066,PLK1,post_translational,UBE2D1
69067,TNF,post_translational,PTGS1
69068,GNGT1,post_translational,PIK3R3
69069,RPS6KB1,post_translational,RPS19
69070,IRF6,post_translational,IL23A
69071,ILK,post_translational,CDH1
69072,AR,post_translational,MET
69073,GFI1,post_translational,CDKN1A
69074,NME1,post_translational,RAC1
69075,EIF5,post_translational,RPS3
69076,MTOR,post_translational,EIF3M
69077,CCR2,post_translational,GNAI3
69078,HCK,post_translational,EPHB2
69079,EPHB2,post_translational,HCK
69080,GNA11,post_translational,GNAQ
69081,FCER1G,post_translational,ITK
69082,PPP3CB,post_translational,AP2A1
69083,IFNG,post_translational,BACE1
69084,SOCS5,post_translational,IL15RA
69085,TLE5,post_translational,NFKB1
69086,EDN1,post_translational,MCAM
69087,EIF5B,post_translational,RPS26
69088,PGF,post_translational,ERBB2
69089,KIT,post_translational,KRAS
69090,STXBP1,post_translational,SNAP25
69091,SUCLA2,post_translational,PRKCA
69092,BMP4,post_translational,ATF2
69093,ERVK-6,post_translational,H1-5
69098,CCNH,post_translational,CCND1
69099,VEGFA,post_translational,VWF
69100,EEF2K,post_translational,NFATC4
69101,PLCG1,post_translational,CDC42
69102,JAK2,post_translational,MAP3K11
69103,NTRK1,post_translational,IKBKB
69104,CDK6,post_translational,MBNL3
69105,THBS1,post_translational,ITGB7
69106,RTN3,post_translational,BCL2
69107,POLR2D,post_translational,CTDP1
69108,FLI1,post_translational,TP53
69109,NEK4,post_translational,GTF2B
69110,STK11,post_translational,PRKAB2
69111,BMP6,post_translational,ESR1
69112,F2R,post_translational,IL10
69113,SUMO1,post_translational,UBE2E2
69114,SGK1,post_translational,SCNN1G
69115,MEF2A,post_translational,SLC2A14
69116,MAX,post_translational,MTA1
69117,CDKL5,post_translational,MYRF
69118,FGF11,post_translational,SMAD4
69119,EFNA1,post_translational,CBL
69120,COL5A1,post_translational,ITGB4
69121,EPHB1,post_translational,RAC1
69122,PSMD14,post_translational,SKP1
69123,CSNK1D,post_translational,E2F1
69124,SOS1,post_translational,ILK
69125,GNB3,post_translational,PIK3CD
69126,AGRN,post_translational,CDC42
69127,CAPN1,post_translational,CDK5
69128,IL23R,post_translational,PIK3R1
69129,PDGFD,post_translational,FER
69130,PRKCA,post_translational,PTGS2
69131,WNT9A,post_translational,FZD6
69132,PCLAF,post_translational,ERP44
69133,PRKCD,post_translational,SMPX
69134,IL2,post_translational,SERPINB3
69135,ERCC5,post_translational,GTF2H3
69136,SPP1,post_translational,RHOA
69137,PTPRE,post_translational,IL6R
69138,EIF5B,post_translational,RPS17
69139,UBE3C,post_translational,CUL5
69140,EGF,post_translational,LAMC3
69141,FGF5,post_translational,PLCG1
69142,CAV1,post_translational,GCH1
69143,BMPR1B,post_translational,IFI27
69144,BMP2,post_translational,TAB2
69145,WEE1,post_translational,ZNF280D
69146,IL1B,post_translational,CHRFAM7A
69147,CHRFAM7A,post_translational,IL1B
69148,IL9,post_translational,MRAS
69149,PTK2B,post_translational,KLK3
69150,SOS1,post_translational,SGMS1
69151,TNF,post_translational,LCN2
69152,PSMA4,post_translational,CDC16
69153,HNF4A,post_translational,F2
69154,CD86,post_translational,PIK3R1
69155,AAK1,post_translational,SOX2
69156,DDAH2,post_translational,RBBP8
69157,TRIO,post_translational,ARHGAP5
69158,MAPKAPK5,post_translational,CHEK1
69159,CHRM3,post_translational,GNG12
69160,FGF3,post_translational,PDGFRB
69161,YAP1,post_translational,PGR
69162,COL4A4,post_translational,ITGA2B
69163,EDNRA,post_translational,ADCY5
69164,ICOS,post_translational,PIK3R3
69165,CLK2,post_translational,GTF2IRD2
69166,KLF5,post_translational,KLF4
69167,IL1B,post_translational,VEGFA
69168,MTTP,post_translational,APOA2
69169,PSMA4,post_translational,UBE2C
69170,GSN,post_translational,KLK3
69171,FKBP1A,post_translational,PML
69172,TP53,post_translational,RAC1
69173,RAC1,post_translational,TP53
69174,SOCS4,post_translational,IL6ST
69175,NTRK2,post_translational,RIT1
69176,PLAU,post_translational,PIK3CG
69177,EPO,post_translational,SARNP
69178,ITGB3,post_translational,PIK3CA
69179,PGR,post_translational,MAPK12
69180,IL1R1,post_translational,MAP4K4
69181,PGF,post_translational,PLCG1
69182,PIK3C2G,post_translational,PTK2
69183,PSMD4,post_translational,SKP1
69184,PIK3CA,post_translational,MAPK1
69185,GNAI1,post_translational,PIK3R2
69186,UBR1,post_translational,UBE2E1
69187,IL12RB1,post_translational,ITGA3
69188,PDE6A,post_translational,CNGB1
69190,CREB3L4,post_translational,EP300
69191,SPRY1,post_translational,RGS6
69192,EIF6,post_translational,RPL39
69193,GRK1,post_translational,DES
69194,COL5A1,post_translational,GP6
69195,ELANE,post_translational,RHOA
69196,E2F1,post_translational,ORC1
69197,BIRC5,post_translational,CASP6
69198,WDR77,post_translational,GEMIN5
69199,BRAF,post_translational,YWHAE
69200,YWHAE,post_translational,BRAF
69201,MAPK1,post_translational,PLA2G10
69202,KAT2B,post_translational,YY1
69203,UBA1,post_translational,GABRA4
69204,FGF4,post_translational,BMP4
69205,PIK3C3,post_translational,PINX1
69206,AGTR2,post_translational,GRB2
69207,SHC3,post_translational,SGMS1
69208,NQO1,post_translational,MMP2
69209,SMAD9,post_translational,TLX2
69210,PDGFB,post_translational,IGF1R
69211,GRK2,post_translational,SNF8
69212,FOS,post_translational,NPPA
69213,RASGRF1,post_translational,PCNA
69214,CHAD,post_translational,ITGA7
69215,SMAD3,post_translational,CYP7A1
69216,POM121,post_translational,SLBP
69217,EDNRA,post_translational,COL1A2
69218,SENP3,post_translational,HIF1A
69219,NUP50,post_translational,CPSF1
69220,PTPN11,post_translational,GNAI1
69221,TRIP12,post_translational,ELOB
69222,NTRK2,post_translational,CTNNB1
69223,THBS3,post_translational,ITGB8
69224,FGF3,post_translational,EGFR
69225,SOCS3,post_translational,CSF2RB
69226,FOS,post_translational,CCL5
69227,TNXB,post_translational,ITGA6
69228,UBE2D1,post_translational,TP53
69229,IL9,post_translational,EPO
69230,SRC,post_translational,PAK4
69231,LAMB2,post_translational,ITGB7
69232,MYL9,post_translational,ACTG1
69233,GRP,post_translational,PIK3CG
69234,CSNK1A1,post_translational,TPPP
69235,CCL18,post_translational,CXCR2
69236,PPP2R1A,post_translational,CXCL8
69237,IL4,post_translational,PIK3CA
69238,RAN,post_translational,NUMA1
69239,PHGDH,post_translational,CD69
69240,PSMD2,post_translational,ELOC
69241,UBE2E1,post_translational,UBE2C
69242,DCTN5,post_translational,KLC1
69243,PLCG2,post_translational,PLA2G10
69244,MAPK14,post_translational,GATA3
69245,CDKN1B,post_translational,FASLG
69246,FGF14,post_translational,SPP1
69247,NUP85,post_translational,GEMIN7
69248,EDN1,post_translational,CDC42
69249,PSMC5,post_translational,UBE2E1
69250,PRKCE,post_translational,ACTB
69251,CSF3,post_translational,PLAUR
69252,CCNB1,post_translational,NCAPD2
69253,ITGA6,post_translational,CRK
69254,CCR3,post_translational,PIK3C2G
69255,CSNK1E,post_translational,UBE2A
69256,SALL3,post_translational,DNMT3A
69257,CD8A,post_translational,SHC3
69258,ADIPOQ,post_translational,WIF1
69259,NEK7,post_translational,MBNL3
69260,DDR1,post_translational,PRKACA
69261,RXRB,post_translational,ACSL6
69262,SLA,post_translational,LYN
69263,SOCS7,post_translational,IL10RA
69264,NEDD8,post_translational,CDKN1B
69265,MYC,post_translational,CFLAR
69266,E2F1,post_translational,PMAIP1
69267,GATA1,post_translational,CA1
69268,EGFR,post_translational,IPCEF1
69269,SFRP2,post_translational,FZD3
69270,E2F8,post_translational,APAF1
69271,PRKAB1,post_translational,RETN
69272,MAP3K14,post_translational,MBNL3
69273,IFNL1,post_translational,STAT1
69274,NUP93,post_translational,GEMIN5
69275,PAWR,post_translational,KLK3
69276,PSMB3,post_translational,CUL1
69277,NUP50,post_translational,CPSF2
69278,EDN1,post_translational,NOS2
69279,PRKACA,post_translational,GNA11
69280,ETS1,post_translational,ANGPT1
69281,CUL1,post_translational,SMAD2
69282,KIF20A,post_translational,BIRC5
69283,PRKD1,post_translational,TLN1
69284,TGFB3,post_translational,SMAD7
69285,TTF1,post_translational,TGFB1
69286,GNGT2,post_translational,PIK3CA
69287,RPS6KA4,post_translational,RBM38
69288,CBL,post_translational,CSF3R
69289,COL5A3,post_translational,ITGB1
69290,PSMF1,post_translational,CUL1
69291,CXCL11,post_translational,NOS2
69292,ADCYAP1,post_translational,AVP
69293,EGR2,post_translational,BNIP3
69294,VLDLR,post_translational,ITGB1
69295,IL1B,post_translational,MMP1
69296,FOXO1,post_translational,G6PC2
69297,ADAM17,post_translational,MRGPRX3
69298,NTRK1,post_translational,NHEJ1
69299,UBE2I,post_translational,RAN
69300,BLNK,post_translational,SHC3
69301,HIF1A,post_translational,ARHGEF7
69302,CUL1,post_translational,FBXO5
69303,CALM2,post_translational,PYGL
69304,CREB1,post_translational,BCL2
69305,PSMB3,post_translational,ANAPC4
69306,LPAR3,post_translational,ARHGEF5
69307,MAPK7,post_translational,TFAP2A
69308,CBL,post_translational,ITGAX
69309,ACVR1,post_translational,GADD45A
69310,PPP3CA,post_translational,SYN1
69311,MPL,post_translational,STAT3
69312,VIP,post_translational,TRH
69313,CNR1,post_translational,MAPK3
69314,RPS6KA2,post_translational,RAD23B
69315,IL4,post_translational,FOXP3
69316,TRIB3,post_translational,TSNAX
69317,RUNX1,post_translational,HLA-E
69318,FCMR,post_translational,FADD
69319,FCER1A,post_translational,SHC3
69320,TRADD,post_translational,MAP4K5
69321,ACTN4,post_translational,RHOA
69322,RHOA,post_translational,ACTN4
69323,CCL4L1,post_translational,CCR9
69324,PPARG,post_translational,GPX3
69325,FPR1,post_translational,IFNG
69326,CXCL12,post_translational,RAP2A
69327,MAPK7,post_translational,CDK9
69328,MST1R,post_translational,ITGB2
69329,CSF1,post_translational,MSR1
69330,CSF2,post_translational,MMP1
69331,GHRL,post_translational,GH1
69332,SRC,post_translational,FGF1
69333,CCR2,post_translational,JAK3
69334,PPP1CC,post_translational,MYL2
69335,TP63,post_translational,FAS
69336,RASGRP3,post_translational,RRAS
69337,TNN,post_translational,ITGB1
69338,UBE2N,post_translational,TAB2
69339,CDK6,post_translational,MDM4
69340,EIF5B,post_translational,RPS18
69341,NEDD4L,post_translational,CSF1R
69342,MAPK11,post_translational,PLA2G4A
69343,RPS6KB1,post_translational,GRB2
69344,PRKCB,post_translational,SRC
69345,SOCS3,post_translational,CSF2RA
69346,TSC2,post_translational,RORC
69347,EIF5B,post_translational,FTL
69348,LAMC3,post_translational,ITGA9
69349,CCL27,post_translational,CCR1
69350,EDN1,post_translational,LIF
69351,FLT3,post_translational,PIK3CG
69352,PDGFRB,post_translational,AKT1
69353,CHP2,post_translational,ANAPC1
69354,LEP,post_translational,STAT5A
69355,KIDINS220,post_translational,RAP1B
69356,TNC,post_translational,ITGA4
69357,TNFRSF1A,post_translational,MAP2K3
69358,CASP2,post_translational,EIF4E
69359,GNG2,post_translational,PIK3R1
69360,CXCL9,post_translational,CCR8
69361,ROCK1,post_translational,F2RL2
69362,MAPKAPK3,post_translational,CSRP3
69363,CMKLR2,post_translational,CXCL12
69364,FLT1,post_translational,PIK3CD
69365,GNB1,post_translational,PIK3R3
69366,SLC10A2,post_translational,ELOC
69367,VTN,post_translational,PSMD1
69368,IL3RA,post_translational,JAK3
69369,NTF3,post_translational,SHC2
69370,STK24,post_translational,TSN
69371,PSMC1,post_translational,ELOC
69372,MAST1,post_translational,ZHX1
69373,MYC,post_translational,TK1
69374,COL4A4,post_translational,ITGA5
69375,CALML3,post_translational,PDE1B
69376,CD247,post_translational,PRKAR2A
69377,COL3A1,post_translational,ITGA9
69378,GNG7,post_translational,PIK3R2
69379,CBLB,post_translational,IL15RA
69380,PML,post_translational,SMAD7
69381,RPS6KB1,post_translational,HMGA1
69382,CORIN,post_translational,NPPA
69383,MDM2,post_translational,FGFR4
69384,CITED2,post_translational,MMP13
69385,TGFB2,post_translational,SMAD1
69386,BUB1,post_translational,HCLS1
69387,AKT2,post_translational,IKBKG
69388,GNA14,post_translational,PLCB1
69389,TGFB1,post_translational,SDC1
69390,IDE,post_translational,ANAPC5
69391,EIF6,post_translational,RPS17
69392,JUN,post_translational,DCN
69393,TNF,post_translational,IRS4
69394,JUND,post_translational,CDKN2A
69396,GNA12,post_translational,TRIO
69397,NR3C1,post_translational,PIK3CG
69398,PAK1,post_translational,SMAD3
69399,ARNT,post_translational,HK2
69400,CALML3,post_translational,PYGB
69401,S1PR4,post_translational,PTGS2
69402,POLD4,post_translational,RPA1
69403,IL2RB,post_translational,MAPK14
69404,ROCK1,post_translational,MYL6B
69405,EIF6,post_translational,RPS8
69406,BMP4,post_translational,ALPP
69407,FURIN,post_translational,ANTXR1
69408,PRAM1,post_translational,SP100
69409,GNA13,post_translational,ARFGEF1
69410,NR2F2,post_translational,APOB
69411,CASP1,post_translational,EIF4G2
69412,PHGDH,post_translational,MLC1
69413,CDK9,post_translational,NCBP1
69414,ETS2,post_translational,CSF2
69415,TNNI3K,post_translational,PAXBP1
69416,SOCS3,post_translational,IL9R
69417,HLA-A,post_translational,KLRC1
69418,MAST2,post_translational,UBE2L3
69419,LCK,post_translational,GAB1
69420,KDR,post_translational,SHC4
69421,CHEK1,post_translational,FANCC
69422,F2,post_translational,FGB
69423,RGS6,post_translational,MTG1
69424,VTN,post_translational,ITGA9
69425,PSMA7,post_translational,ELOC
69426,PPARD,post_translational,CPT1A
69427,KCNK3,post_translational,KCNK5
69428,TP73,post_translational,PRB3
69430,FRAT1,post_translational,APC
69431,SOCS7,post_translational,IL12RB1
69432,TERF2,post_translational,ERCC4
69433,PCNA,post_translational,CCND2
69434,CCL15,post_translational,CCR7
69435,TRAF2,post_translational,SMPD1
69436,CX3CL1,post_translational,CXCR2
69437,SQSTM1,post_translational,ERC1
69438,NRG3,post_translational,MAPK1
69439,CREB1,post_translational,CGA
69440,ADM,post_translational,JUN
69441,FOXA2,post_translational,C4BPB
69442,SEC11C,post_translational,DDOST
69443,PSMD4,post_translational,BTRC
69444,MYD88,post_translational,RIPK2
69445,PSMD4,post_translational,CDC27
69446,TGM1,post_translational,FN1
69447,PRKAR1A,post_translational,PTK2
69448,JUN,post_translational,IL12A
69449,IFNA7,post_translational,PSME1
69450,PRKAR1B,post_translational,CDC25C
69451,CCL23,post_translational,CCR4
69452,ATP6V0A4,post_translational,ATP6AP2
69453,FGF16,post_translational,PDGFRB
69454,MAX,post_translational,NME1
69455,PAK1,post_translational,MAP2K2
69456,MAP3K14,post_translational,MAP4K5
